1:
386,2,
541,3,
315,3,
765,3,
373,4,
439,2,
516,3,
724,1,
457,5,
200,4,
948,2,
863,2,
624,5,
452,3,
24,4,
339,1,
480,5,
679,5,
776,4,
951,4,
344,3,
526,4,
213,3,
925,2,
693,2,
284,3,
77,5,
552,1,
194,4,
6,2,
370,2,
715,2,
377,5,
411,2,
665,5,
973,5,
189,5,
595,1,
922,5,
905,2,
590,4,
154,4,
685,2,
219,2,
359,2,
446,1,
319,2,
520,4,
790,1,
885,4,
960,5,
314,4,
720,3,
533,2,
823,5,
962,2,
328,2,
477,1,
529,3,
787,3,
476,5,
977,3,
43,2,
509,4,
512,2,
677,2,
108,2,
63,5,
969,4,
420,3,
854,2,
842,1,
171,4,
153,1,
782,1,
638,3,
30,3,
971,4,
203,1,
112,4,
302,5,
68,5,
398,4,
510,2,
374,2,
53,3,
408,1,
353,5,
972,4,
589,1,
164,3,
5,3,
768,1,
898,5,
60,4,
575,4,
713,4,
391,5,
325,3,
488,5,
920,1,
220,4,
990,2,
185,4,
422,3,
609,3,
726,2,
342,3,
941,3,
607,1,
52,4,
124,2,
351,5,
910,5,
741,1,
974,5,
450,1,
336,1,
824,1,
953,1,
10,5,
530,2,
267,3,
629,5,
569,5,
402,3,
622,5,
762,5,
290,5,
23,5,
127,5,
753,3,
110,3,
511,4,
999,4,
271,3,
36,2,
39,5,
928,3,
695,1,
442,1,
245,2,
985,4,
965,1,
681,2,
656,2,
930,5,
16,4,
933,4,
912,2,
729,3,
919,3,
186,2,
349,3,
884,3,
491,3,
865,4,
784,4,
531,3,
650,4,
131,1,
709,1,
946,2,
911,4,
895,5,
192,3,
395,5,
738,3,
181,3,
932,2,
272,3,
179,3,
38,4,
757,1,
893,3,
327,2,
182,4,
376,1,
672,1,
744,4,
613,4,
248,1,
223,1,
409,3,
278,2,
632,1,
689,3,
564,5,
355,5,
340,1,
259,5,
129,1,
761,5,
150,5,
151,3,
198,3,
805,4,
690,1,
793,2,
178,5,
518,3,
92,2,
249,5,
72,3,
950,2,
369,1,
997,4,
828,2,
229,4,
362,3,
331,1,
333,2,
486,2,
667,4,
643,1,
864,5,
988,2,
633,5,
747,1,
640,3,
22,5,
34,3,
281,4,
382,2,
453,4,
79,3,
728,2,
881,1,
649,3,
846,1,
125,1,
423,1,
806,2,
438,1,
165,5,
934,4,
161,5,
354,5,
746,1,
146,4,
330,1,
264,2,
908,4,
147,4,
958,3,
745,3,
242,5,
94,5,
772,1,
273,1,
853,2,
558,3,
812,4,
225,4,
218,3,
586,5,
574,2,
214,1,
749,5,
111,1,
819,4,
645,5,
801,3,
731,3,
702,5,
670,2,
942,5,
56,1,
549,4,
40,2,
499,4,
832,2,
735,2,
848,4,
51,1,
389,1,
73,3,
66,4,
487,5,
57,5,
996,4,
210,3,
666,5,
403,2,
585,2,
201,2,
827,3,
779,1,
979,4,
191,1,
163,4,
484,3,
742,5,
514,3,
648,4,
498,4,
268,4,
365,5,
660,4,
212,2,
527,3,
557,2,
341,3,
232,3,
2,4,
114,4,
118,1,
980,4,
119,3,
820,4,
304,5,
295,3,
944,2,
727,2,
759,4,
542,5,
323,4,
522,1,
684,4,
226,4,
621,2,
799,3,
506,1,
732,5,
604,2,
360,2,
651,2,
262,5,
703,5,
966,4,
288,2,
250,3,
308,2,
343,4,
874,4,
44,1,
256,3,
646,3,
473,4,
175,4,
963,3,
266,3,
301,4,
763,2,
485,5,
448,4,
901,5,
87,1,
847,1,
539,1,
306,1,
788,5,
723,4,
298,1,
601,5,
8,5,
441,2,
752,2,
880,1,
813,2,
706,1,
807,2,
416,1,
616,4,
121,4,
778,5,
3,2,
291,3,
96,2,
380,5,
700,3,
571,1,
65,3,
202,4,
959,4,
611,3,
170,1,
496,1,
876,3,
429,5,
528,3,
795,1,
644,5,
505,3,
415,5,
593,3,
464,2,
858,4,
26,1,
500,2,
1000,5,
780,3,
352,5,
698,3,
867,5,
70,5,
554,5,
283,4,
599,1,
167,3,
924,1,
859,3,
132,3,
75,3,
19,1,
375,5,
176,2,
750,2,
567,3,
769,4,
424,4,
240,4,
292,4,
838,5,
25,2,
42,5,
781,2,
156,1,
652,5,
4,1,
754,5,
534,4,
683,2,
548,4,
217,1,
537,1,
647,1,
818,2,
47,4,
802,5,
101,2,
760,5,
503,1,
130,3,
252,5,
78,4,
31,1,
361,5,
834,1,
992,5,
642,3,
356,1,
923,5,
767,1,
927,4,
465,4,
162,1,
105,5,
432,3,
915,2,
831,4,
270,4,
553,4,
882,4,
468,3,
475,1,
431,4,
835,3,
366,1,
263,3,
289,1,
160,2,
316,3,
868,4,
940,2,
59,4,
596,4,
324,2,
968,2,
458,3,
630,5,
88,3,
335,5,
943,4,
311,5,
817,3,
41,4,
896,5,
623,5,
918,3,
886,5,
174,5,
605,1,
390,5,
69,4,
80,3,
350,5,
358,3,
573,2,
260,1,
35,4,
303,3,
658,5,
493,1,
981,2,
614,2,
135,5,
825,3,
492,2,
976,4,
84,2,
964,1,
405,3,
692,4,
406,3,
401,3,
949,2,
363,3,
234,4,
490,1,
588,3,
309,5,
412,5,
489,4,
199,2,
517,2,
538,3,
843,4,
524,3,
134,5,
540,1,
515,3,
836,2,
883,4,
204,5,
117,3,
14,4,
904,5,
483,2,
221,4,
625,3,
565,3,
141,4,
62,4,
852,5,
449,1,
478,2,
686,3,
841,4,
555,1,
939,1,
379,1,
169,1,
419,5,
850,1,
717,2,
501,1,
535,2,
936,5,
261,3,
877,3,
766,3,
173,4,
296,3,
581,5,
211,3,
507,2,
17,4,
504,5,
707,4,
897,4,
878,2,
97,3,
67,2,
106,5,
436,4,
318,5,
109,5,
743,3,
546,5,
430,3,
443,2,
137,3,
551,5,
798,1,
20,2,
873,3,
454,5,
459,4,
7,2,
978,5,
587,1,
48,4,
991,3,
86,5,
235,2,
128,1,
929,5,
404,3,
856,3,
346,5,
989,4,
195,5,
286,3,
987,1,
93,5,
435,2,
32,4,
993,1,
816,1,
83,3,
208,1,
833,5,
347,1,
243,4,
975,1,
236,1,
791,2,
55,2,
550,5,
1,2,
215,1,
829,2,
502,2,
276,5,
332,1,
810,3,
773,2,
461,1,
626,2,
136,1,
21,5,
334,4,
862,5,
494,2,
845,3,
397,3,
870,5,
102,4,
809,2,
697,4,
207,1,
107,2,
563,5,
718,5,
536,4,
610,5,
144,1,
28,3,
794,5,
497,1,
687,4,
653,1,
399,2,
636,1,
560,5,
532,3,
231,1,
368,2,
425,4,
602,3,
193,5,
11,2,
58,3,
166,1,
699,1,
228,5,
719,4,
187,3,
274,4,
253,1,
739,3,
103,2,
913,2,
393,2,
627,3,
282,5,
797,2,
98,1,
255,5,
159,4,
777,3,
675,5,
49,1,
902,4,
27,3,
184,3,
956,4,
556,1,
696,1,
837,1,
495,2,
337,1,
756,4,
899,5,
383,3,
598,5,
257,4,
931,4,
462,2,
254,3,
572,3,
608,1,
657,4,
85,5,
29,2,
783,5,
926,2,
786,4,
133,2,
737,1,
460,4,
148,5,
297,1,
957,2,
814,5,
71,1,
889,3,
95,3,
469,4,
410,2,
775,1,
566,3,
269,5,
37,4,
994,2,
544,3,
364,5,
287,5,
149,5,
903,2,
634,2,
935,4,
671,2,
620,2,
279,4,
396,1,
583,1,
688,3,
815,4,
239,4,
655,3,
937,3,
580,5,
579,5,
708,3,
714,2,
591,1,
12,2,
861,2,
372,1,
998,1,
46,1,
751,1,
869,3,
426,4,
447,3,
844,2,
606,1,
196,5,
400,4,
894,5,
417,4,
18,1,
299,5,
543,4,
277,1,
961,1,
771,3,
736,5,
892,4,
755,2,
740,5,
123,5,
879,4,
661,2,
385,3,
227,2,
180,3,
15,4,
866,2,
582,5,
523,2,
678,2,
388,5,
758,4,
721,3,
251,1,
654,1,
138,2,
394,3,
115,3,
734,3,
168,5,
451,3,
104,5,
237,5,
392,2,
584,3,
826,5,
139,3,
770,1,
99,5,
711,5,
617,5,
916,2,
280,5,
789,4,
33,1,
849,2,
774,1,
600,1,
577,3,
674,2,
906,1,
967,4,
479,5,
733,4,
474,1,
914,4,
631,5,
307,3,
796,2,
986,4,
434,3,
839,2,
822,4,
811,1,
367,4,
13,1,
142,3,
857,5,
206,3,
322,2,
888,4,
317,4,
320,2,
197,3,
637,2,
126,3,
91,5,
433,2,
917,4,
860,4,
618,5,
9,5,
216,3,
705,5,
673,1,
710,5,
190,5,
559,5,
615,5,
76,2,
830,3,
676,4,
113,2,
413,2,
64,1,
371,2,
100,3,
594,3,
764,3,
300,2,
258,3,
954,1,
348,3,
45,5,
481,4,
722,2,
945,5,
455,5,
157,2,
312,3,
900,2,
456,1,
597,2,
785,3,
428,3,
437,3,
694,4,
907,1,
938,2,
188,5,
513,2,
803,4,
471,1,
840,4,
247,1,
659,3,
445,1,
662,5,
384,3,
326,5,
871,5,
120,1,
619,4,
561,5,
521,2,
704,4,
467,5,
525,4,
725,3,
313,2,
947,5,
90,5,
275,3,
891,1,
427,3,
664,3,
641,2,
143,5,
576,3,
628,1,
205,5,
982,1,
177,3,
50,4,
547,1,
116,2,
89,2,
663,4,
